,Indicator,Province,value,year,month,tourism type
1431,Tourists Number (Overnight Visitors),Makkah Province,1666951.0,2023,12,inbound_tourism
1432,Tourists Number (Overnight Visitors),Makkah Province,90.0,2022,1,inbound_tourism
1433,Tourists Number (Overnight Visitors),Makkah Province,3021.0,2023,5,inbound_tourism
1434,Tourists Number (Overnight Visitors),Makkah Province,5228.0,2022,8,inbound_tourism
1435,Tourists Number (Overnight Visitors),Makkah Province,936.0,2022,10,inbound_tourism
1436,Tourists Number (Overnight Visitors),Makkah Province,1041.0,2022,12,inbound_tourism
1437,Tourists Number (Overnight Visitors),Makkah Province,7.0,2021,2,inbound_tourism
1438,Tourists Number (Overnight Visitors),Makkah Province,0.0,2022,5,inbound_tourism
1439,Tourists Number (Overnight Visitors),Makkah Province,9.0,2021,9,inbound_tourism
1440,Tourists Number (Overnight Visitors),Makkah Province,35.0,2022,10,inbound_tourism
1441,Tourists Number (Overnight Visitors),Makkah Province,0.0,2023,10,inbound_tourism
1442,Tourists Number (Overnight Visitors),Najran Province,45.0,2021,3,inbound_tourism
1443,Tourists Number (Overnight Visitors),Najran Province,10.0,2022,3,inbound_tourism
1444,Tourists Number (Overnight Visitors),Najran Province,48.0,2021,4,inbound_tourism
1445,Tourists Number (Overnight Visitors),Najran Province,1387.0,2023,8,inbound_tourism
1446,Tourists Number (Overnight Visitors),Najran Province,470.0,2023,11,inbound_tourism
1447,Tourists Number (Overnight Visitors),Najran Province,2308.0,2023,12,inbound_tourism
1448,Tourists Number (Overnight Visitors),Najran Province,113.0,2021,3,inbound_tourism
1449,Tourists Number (Overnight Visitors),Najran Province,706.0,2023,7,inbound_tourism
1450,Tourists Number (Overnight Visitors),Najran Province,485.0,2023,11,inbound_tourism
1451,Tourists Number (Overnight Visitors),Najran Province,2095.0,2023,12,inbound_tourism
1452,Tourists Number (Overnight Visitors),Northern Borders Province,19885.0,2023,1,inbound_tourism
1453,Tourists Number (Overnight Visitors),Northern Borders Province,933.0,2021,2,inbound_tourism
1454,Tourists Number (Overnight Visitors),Northern Borders Province,24636.0,2022,2,inbound_tourism
1455,Tourists Number (Overnight Visitors),Northern Borders Province,2365.0,2021,4,inbound_tourism
1456,Tourists Number (Overnight Visitors),Northern Borders Province,3623.0,2021,5,inbound_tourism
1457,Tourists Number (Overnight Visitors),Northern Borders Province,27992.0,2022,5,inbound_tourism
1458,Tourists Number (Overnight Visitors),Northern Borders Province,14595.0,2023,6,inbound_tourism
1459,Tourists Number (Overnight Visitors),Northern Borders Province,17100.0,2023,8,inbound_tourism
1460,Tourists Number (Overnight Visitors),Northern Borders Province,4476.0,2022,11,inbound_tourism
1461,Tourists Number (Overnight Visitors),Northern Borders Province,19239.0,2023,11,inbound_tourism
1462,Tourists Number (Overnight Visitors),Northern Borders Province,12743.0,2021,12,inbound_tourism
1463,Tourists Number (Overnight Visitors),Northern Borders Province,4997.0,2022,1,inbound_tourism
1464,Tourists Number (Overnight Visitors),Northern Borders Province,1489.0,2021,5,inbound_tourism
1465,Tourists Number (Overnight Visitors),Northern Borders Province,28657.0,2022,6,inbound_tourism
1466,Tourists Number (Overnight Visitors),Northern Borders Province,49169.0,2022,8,inbound_tourism
1467,Tourists Number (Overnight Visitors),Northern Borders Province,21194.0,2023,8,inbound_tourism
1468,Tourists Number (Overnight Visitors),Northern Borders Province,3574.0,2021,10,inbound_tourism
1469,Tourists Number (Overnight Visitors),Northern Borders Province,2500.0,2021,12,inbound_tourism
1470,Tourists Number (Overnight Visitors),Northern Borders Province,13317.0,2023,12,inbound_tourism
1471,Tourists Number (Overnight Visitors),Riyadh Province,91580.0,2022,1,inbound_tourism
1472,Tourists Number (Overnight Visitors),Riyadh Province,285998.0,2023,2,inbound_tourism
1473,Tourists Number (Overnight Visitors),Riyadh Province,35995.0,2021,3,inbound_tourism
1474,Tourists Number (Overnight Visitors),Riyadh Province,268723.0,2023,3,inbound_tourism
1475,Tourists Number (Overnight Visitors),Riyadh Province,191585.0,2023,4,inbound_tourism
1476,Tourists Number (Overnight Visitors),Riyadh Province,77595.0,2021,5,inbound_tourism
1477,Tourists Number (Overnight Visitors),Riyadh Province,189517.0,2022,6,inbound_tourism
1478,Tourists Number (Overnight Visitors),Riyadh Province,152939.0,2021,11,inbound_tourism
1479,Tourists Number (Overnight Visitors),Riyadh Province,194233.0,2023,11,inbound_tourism
1480,Tourists Number (Overnight Visitors),Riyadh Province,586.0,2021,2,inbound_tourism
1481,Tourists Number (Overnight Visitors),Riyadh Province,4144.0,2022,3,inbound_tourism
1482,Tourists Number (Overnight Visitors),Riyadh Province,11081.0,2023,6,inbound_tourism
1483,Tourists Number (Overnight Visitors),Riyadh Province,2035.0,2021,8,inbound_tourism
1484,Tourists Number (Overnight Visitors),Riyadh Province,23337.0,2022,9,inbound_tourism
1485,Tourists Number (Overnight Visitors),Riyadh Province,15293.0,2021,12,inbound_tourism
1486,Tourists Number (Overnight Visitors),Tabuk Province,288.0,2023,11,inbound_tourism
1487,Tourists Number (Overnight Visitors),Tabuk Province,312.0,2021,3,inbound_tourism
1488,Tourists Number (Overnight Visitors),Tabuk Province,1108.0,2022,11,inbound_tourism
1489,Tourists Number (Overnight Visitors),Tabuk Province,7320.0,2023,2,inbound_tourism
1490,Tourists Number (Overnight Visitors),Tabuk Province,7608.0,2022,4,inbound_tourism
1491,Tourists Number (Overnight Visitors),Tabuk Province,18472.0,2022,5,inbound_tourism
1492,Tourists Number (Overnight Visitors),Tabuk Province,9422.0,2023,6,inbound_tourism
1493,Tourists Number (Overnight Visitors),Tabuk Province,7131.0,2023,8,inbound_tourism
1494,Tourists Number (Overnight Visitors),Tabuk Province,450.0,2021,10,inbound_tourism
1495,Tourists Number (Overnight Visitors),Tabuk Province,6310.0,2023,10,inbound_tourism
1496,Tourists Number (Overnight Visitors),Tabuk Province,3553.0,2022,11,inbound_tourism
1497,Tourists Number (Overnight Visitors),Tabuk Province,5370.0,2023,11,inbound_tourism
1498,Tourists Number (Overnight Visitors),Tabuk Province,14435.0,2023,12,inbound_tourism
1499,Tourists Number (Overnight Visitors),Tabuk Province,1228.0,2023,2,inbound_tourism
1500,Tourists Number (Overnight Visitors),Tabuk Province,22291.0,2021,10,inbound_tourism
1501,Tourists Number (Overnight Visitors),Tabuk Province,0.0,2023,2,inbound_tourism
1502,Tourists Number (Overnight Visitors),Tabuk Province,0.0,2023,4,inbound_tourism
1503,Tourists Number (Overnight Visitors),Tabuk Province,843.0,2023,11,inbound_tourism
1504,Tourists Number (Overnight Visitors),Total,689040.0,2022,2,inbound_tourism
1505,Tourists Number (Overnight Visitors),Total,1310573.0,2022,8,inbound_tourism
1506,Tourists Number (Overnight Visitors),Total,2109233.0,2023,8,inbound_tourism
1507,Tourists Number (Overnight Visitors),Total,2039918.0,2023,9,inbound_tourism
1508,Tourists Number (Overnight Visitors),Total,2390726.0,2022,12,inbound_tourism
1509,Tourists Number (Overnight Visitors),Total,2902789.0,2023,12,inbound_tourism
1510,Tourists Spending (SAR),Albaha province,114541.23,2021,2,inbound_tourism
1511,Tourists Spending (SAR),Albaha province,33072.33,2021,4,inbound_tourism
1512,Tourists Spending (SAR),Albaha province,2827553.99,2023,5,inbound_tourism
1513,Tourists Spending (SAR),Albaha province,7814897.52,2023,9,inbound_tourism
1514,Tourists Spending (SAR),Albaha province,280962.9715774535,2022,10,inbound_tourism
1515,Tourists Spending (SAR),AlQassim Province,5003585.02,2021,2,inbound_tourism
1516,Tourists Spending (SAR),AlQassim Province,8183303.07,2023,6,inbound_tourism
1517,Tourists Spending (SAR),AlQassim Province,4642408.96,2021,8,inbound_tourism
1518,Tourists Spending (SAR),AlQassim Province,12224970.23,2021,10,inbound_tourism
1519,Tourists Spending (SAR),AlQassim Province,259175.16,2023,3,inbound_tourism
1520,Tourists Spending (SAR),AlQassim Province,7483547.84,2023,6,inbound_tourism
1521,Tourists Spending (SAR),AlQassim Province,2473283.49,2021,7,inbound_tourism
1522,Tourists Spending (SAR),AlQassim Province,24927518.18,2022,8,inbound_tourism
1523,Tourists Spending (SAR),AlQassim Province,3353683.88,2021,9,inbound_tourism
1524,Tourists Spending (SAR),AlQassim Province,1757892.26,2021,11,inbound_tourism
1525,Tourists Spending (SAR),AlQassim Province,0.0,2023,1,inbound_tourism
1526,Tourists Spending (SAR),AlQassim Province,51739.45,2023,2,inbound_tourism
1527,Tourists Spending (SAR),AlQassim Province,0.0,2023,5,inbound_tourism
1528,Tourists Spending (SAR),AlQassim Province,55122.34,2021,6,inbound_tourism
1529,Tourists Spending (SAR),AlQassim Province,293431.41000000015,2022,6,inbound_tourism
1530,Tourists Spending (SAR),AlQassim Province,66244.40000000014,2022,7,inbound_tourism
1531,Tourists Spending (SAR),AlQassim Province,173260.54999999702,2022,8,inbound_tourism
1532,Tourists Spending (SAR),AlQassim Province,375284.28,2023,9,inbound_tourism
1533,Tourists Spending (SAR),AlQassim Province,172792.02,2023,10,inbound_tourism
1534,Tourists Spending (SAR),Aseer Province,2990261.17,2021,2,inbound_tourism
1535,Tourists Spending (SAR),Aseer Province,1586424.51,2021,3,inbound_tourism
1536,Tourists Spending (SAR),Aseer Province,8072715.78,2023,4,inbound_tourism
1537,Tourists Spending (SAR),Aseer Province,12454487.64,2023,5,inbound_tourism
1538,Tourists Spending (SAR),Aseer Province,3284684.45,2021,8,inbound_tourism
1539,Tourists Spending (SAR),Aseer Province,22511214.03,2022,8,inbound_tourism
1540,Tourists Spending (SAR),Aseer Province,5176346.02,2021,11,inbound_tourism
1541,Tourists Spending (SAR),Aseer Province,862193.8,2021,1,inbound_tourism
1542,Tourists Spending (SAR),Aseer Province,2886.99,2022,1,inbound_tourism
1543,Tourists Spending (SAR),Aseer Province,19534467.72,2023,1,inbound_tourism
1544,Tourists Spending (SAR),Aseer Province,183294.16,2021,9,inbound_tourism
1545,Tourists Spending (SAR),Aseer Province,14206139.36,2023,9,inbound_tourism
1546,Tourists Spending (SAR),Aseer Province,15600.0,2021,5,inbound_tourism
1547,Tourists Spending (SAR),Aseer Province,0.0099999999511055,2022,5,inbound_tourism
1548,Tourists Spending (SAR),Aseer Province,15100346.340000002,2023,7,inbound_tourism
1549,Tourists Spending (SAR),Aseer Province,1247387.27,2021,12,inbound_tourism
1550,Tourists Spending (SAR),Eastern Province,3130297.53,2021,3,inbound_tourism
1551,Tourists Spending (SAR),Eastern Province,145548879.23,2023,3,inbound_tourism
1552,Tourists Spending (SAR),Eastern Province,91014106.84,2023,4,inbound_tourism
1553,Tourists Spending (SAR),Eastern Province,4202490.84,2021,5,inbound_tourism
1554,Tourists Spending (SAR),Eastern Province,148725112.73,2022,7,inbound_tourism
1555,Tourists Spending (SAR),Eastern Province,112582841.54,2023,8,inbound_tourism
1556,Tourists Spending (SAR),Eastern Province,20732819.05,2021,9,inbound_tourism
1557,Tourists Spending (SAR),Eastern Province,24760195.86,2021,11,inbound_tourism
1558,Tourists Spending (SAR),Eastern Province,94201224.73,2022,11,inbound_tourism
1559,Tourists Spending (SAR),Eastern Province,177600866.4,2023,12,inbound_tourism
1560,Tourists Spending (SAR),Eastern Province,79049850.75,2022,1,inbound_tourism
1561,Tourists Spending (SAR),Eastern Province,620273758.15,2022,5,inbound_tourism
1562,Tourists Spending (SAR),Eastern Province,466788047.52,2023,7,inbound_tourism
1563,Tourists Spending (SAR),Eastern Province,301503690.4,2023,8,inbound_tourism
1564,Tourists Spending (SAR),Eastern Province,687224453.07,2022,10,inbound_tourism
1565,Tourists Spending (SAR),Eastern Province,417357965.4,2022,12,inbound_tourism
1566,Tourists Spending (SAR),Eastern Province,182284307.82,2023,12,inbound_tourism
1567,Tourists Spending (SAR),Eastern Province,56928937.23,2021,1,inbound_tourism
1568,Tourists Spending (SAR),Eastern Province,155459118.39,2022,4,inbound_tourism
1569,Tourists Spending (SAR),Eastern Province,199541446.49,2023,6,inbound_tourism
1570,Tourists Spending (SAR),Eastern Province,197712490.68,2023,7,inbound_tourism
1571,Tourists Spending (SAR),Eastern Province,222388919.19,2021,8,inbound_tourism
1572,Tourists Spending (SAR),Eastern Province,229788349.47,2023,10,inbound_tourism
1573,Tourists Spending (SAR),Eastern Province,86256780.44,2021,11,inbound_tourism
1574,Tourists Spending (SAR),Eastern Province,249371728.89,2023,12,inbound_tourism
1575,Tourists Spending (SAR),Eastern Province,50758145.17,2021,1,inbound_tourism
1576,Tourists Spending (SAR),Eastern Province,28586807.89,2021,2,inbound_tourism
1577,Tourists Spending (SAR),Eastern Province,16862548.75,2021,4,inbound_tourism
1578,Tourists Spending (SAR),Eastern Province,34287408.75,2021,9,inbound_tourism
1579,Tourists Spending (SAR),Eastern Province,76411175.38,2021,10,inbound_tourism
1580,Tourists Spending (SAR),Hail Province,341555952.22,2023,2,inbound_tourism
1581,Tourists Spending (SAR),Hail Province,10396949.68,2022,3,inbound_tourism
1582,Tourists Spending (SAR),Hail Province,446833800.22,2023,3,inbound_tourism
1583,Tourists Spending (SAR),Hail Province,61958759.28,2023,4,inbound_tourism
1584,Tourists Spending (SAR),Hail Province,597894850.62,2023,5,inbound_tourism
1585,Tourists Spending (SAR),Hail Province,1258070.49,2021,7,inbound_tourism
1586,Tourists Spending (SAR),Hail Province,3605816.88,2022,7,inbound_tourism
1587,Tourists Spending (SAR),Hail Province,100630816.29,2023,8,inbound_tourism
1588,Tourists Spending (SAR),Hail Province,20237467.94,2022,9,inbound_tourism
1589,Tourists Spending (SAR),Hail Province,134883213.99,2023,9,inbound_tourism
1590,Tourists Spending (SAR),Hail Province,93082466.42,2023,11,inbound_tourism
1591,Tourists Spending (SAR),Hail Province,120394584.51,2022,12,inbound_tourism
1592,Tourists Spending (SAR),Jazan Province,36529911.69,2022,2,inbound_tourism
1593,Tourists Spending (SAR),Jazan Province,921799.51,2023,3,inbound_tourism
1594,Tourists Spending (SAR),Jazan Province,4187161.69,2023,5,inbound_tourism
1595,Tourists Spending (SAR),Jazan Province,2087171.88,2023,7,inbound_tourism
1596,Tourists Spending (SAR),Jazan Province,4389.56,2021,8,inbound_tourism
1597,Tourists Spending (SAR),Jazan Province,875396.67,2023,11,inbound_tourism
1598,Tourists Spending (SAR),Jazan Province,3547621.08,2023,1,inbound_tourism
1599,Tourists Spending (SAR),Jazan Province,1713884.160000004,2022,2,inbound_tourism
1600,Tourists Spending (SAR),Jazan Province,5924065.0,2023,2,inbound_tourism
1601,Tourists Spending (SAR),Jazan Province,4052623.73,2021,3,inbound_tourism
1602,Tourists Spending (SAR),Jazan Province,4132285.19,2021,4,inbound_tourism
1603,Tourists Spending (SAR),Jazan Province,88730.32,2021,5,inbound_tourism
1604,Tourists Spending (SAR),Jazan Province,96990.72,2021,6,inbound_tourism
1605,Tourists Spending (SAR),Jazan Province,0.0,2023,8,inbound_tourism
1606,Tourists Spending (SAR),Jazan Province,88095.51,2021,10,inbound_tourism
1607,Tourists Spending (SAR),Jazan Province,1109465.1,2023,11,inbound_tourism
1608,Tourists Spending (SAR),Jazan Province,366348.98,2021,12,inbound_tourism
1609,Tourists Spending (SAR),Jouf Province,6150511.95,2022,2,inbound_tourism
1610,Tourists Spending (SAR),Jouf Province,15700486.94,2023,8,inbound_tourism
1611,Tourists Spending (SAR),Jouf Province,2974087.74,2021,11,inbound_tourism
1612,Tourists Spending (SAR),Jouf Province,8144951.48,2021,12,inbound_tourism
1613,Tourists Spending (SAR),Jouf Province,31502453.09,2023,3,inbound_tourism
1614,Tourists Spending (SAR),Jouf Province,6004909.62,2022,4,inbound_tourism
1615,Tourists Spending (SAR),Jouf Province,6736674.47,2022,5,inbound_tourism
1616,Tourists Spending (SAR),Jouf Province,1519182.41,2021,2,inbound_tourism
1617,Tourists Spending (SAR),Jouf Province,1183485.35,2023,8,inbound_tourism
1618,Tourists Spending (SAR),Jouf Province,916759.2,2023,9,inbound_tourism
1619,Tourists Spending (SAR),Jouf Province,4298634.640000001,2022,10,inbound_tourism
1620,Tourists Spending (SAR),Jouf Province,1080.5,2022,12,inbound_tourism
1621,Tourists Spending (SAR),Madinah Province,4137156.81,2022,1,inbound_tourism
1622,Tourists Spending (SAR),Madinah Province,65445353.71,2023,2,inbound_tourism
1623,Tourists Spending (SAR),Madinah Province,31915013.83,2023,5,inbound_tourism
1624,Tourists Spending (SAR),Madinah Province,13665416.64,2022,6,inbound_tourism
1625,Tourists Spending (SAR),Madinah Province,37444625.67,2023,6,inbound_tourism
1626,Tourists Spending (SAR),Madinah Province,384787.85,2021,7,inbound_tourism
1627,Tourists Spending (SAR),Madinah Province,25013006.19,2023,9,inbound_tourism
1628,Tourists Spending (SAR),Madinah Province,227696790.65,2022,12,inbound_tourism
1629,Tourists Spending (SAR),Madinah Province,2953026.1,2022,3,inbound_tourism
1630,Tourists Spending (SAR),Madinah Province,32404436.86,2023,5,inbound_tourism
1631,Tourists Spending (SAR),Madinah Province,2225729.21,2022,6,inbound_tourism
1632,Tourists Spending (SAR),Madinah Province,27416536.95,2023,8,inbound_tourism
1633,Tourists Spending (SAR),Madinah Province,8859260.39,2022,9,inbound_tourism
1634,Tourists Spending (SAR),Madinah Province,2540626.3,2021,11,inbound_tourism
1635,Tourists Spending (SAR),Madinah Province,57809077.04,2022,11,inbound_tourism
1636,Tourists Spending (SAR),Madinah Province,8035659.21,2023,11,inbound_tourism
1637,Tourists Spending (SAR),Madinah Province,179723841.05,2022,12,inbound_tourism
1638,Tourists Spending (SAR),Madinah Province,4878517.3,2023,2,inbound_tourism
1639,Tourists Spending (SAR),Madinah Province,48784.88,2021,4,inbound_tourism
1640,Tourists Spending (SAR),Madinah Province,269859.65,2022,6,inbound_tourism
1641,Tourists Spending (SAR),Madinah Province,495409.39,2023,6,inbound_tourism
1642,Tourists Spending (SAR),Madinah Province,93513.98,2021,7,inbound_tourism
1643,Tourists Spending (SAR),Madinah Province,98042.5,2021,8,inbound_tourism
1644,Tourists Spending (SAR),Madinah Province,0.0,2023,8,inbound_tourism
1645,Tourists Spending (SAR),Madinah Province,95138.04,2023,10,inbound_tourism
1646,Tourists Spending (SAR),Madinah Province,0.0,2023,12,inbound_tourism
1647,Tourists Spending (SAR),Makkah Province,583192268.12,2022,2,inbound_tourism
1648,Tourists Spending (SAR),Makkah Province,436123207.08,2022,7,inbound_tourism
1649,Tourists Spending (SAR),Makkah Province,827191197.81,2022,10,inbound_tourism
1650,Tourists Spending (SAR),Makkah Province,217024709.56,2021,11,inbound_tourism
1651,Tourists Spending (SAR),Makkah Province,10574961.17,2021,1,inbound_tourism
1652,Tourists Spending (SAR),Makkah Province,3113600504.34,2022,5,inbound_tourism
1653,Tourists Spending (SAR),Makkah Province,13449620.85,2021,6,inbound_tourism
1654,Tourists Spending (SAR),Makkah Province,4514121054.17,2023,8,inbound_tourism
1655,Tourists Spending (SAR),Makkah Province,617185.65,2021,3,inbound_tourism
1656,Tourists Spending (SAR),Makkah Province,4042168.37,2021,4,inbound_tourism
1657,Tourists Spending (SAR),Makkah Province,20478481.51,2023,4,inbound_tourism
1658,Tourists Spending (SAR),Makkah Province,41575.17,2021,5,inbound_tourism
1659,Tourists Spending (SAR),Makkah Province,7218077.09,2023,10,inbound_tourism
1660,Tourists Spending (SAR),Makkah Province,4554351.92,2022,12,inbound_tourism
1661,Tourists Spending (SAR),Makkah Province,49163.64,2021,2,inbound_tourism
1662,Tourists Spending (SAR),Makkah Province,-0.0099997520446777,2022,2,inbound_tourism
1663,Tourists Spending (SAR),Makkah Province,166598.43,2021,6,inbound_tourism
1664,Tourists Spending (SAR),Makkah Province,-0.0100002288818359,2022,8,inbound_tourism
1665,Tourists Spending (SAR),Makkah Province,0.0,2023,8,inbound_tourism
1666,Tourists Spending (SAR),Makkah Province,37038.98,2021,9,inbound_tourism
1667,Tourists Spending (SAR),Makkah Province,709901.93,2021,10,inbound_tourism
1668,Tourists Spending (SAR),Makkah Province,0.0,2023,10,inbound_tourism
1669,Tourists Spending (SAR),Makkah Province,545851.54,2021,11,inbound_tourism
1670,Tourists Spending (SAR),Najran Province,8972559.56,2023,1,inbound_tourism
1671,Tourists Spending (SAR),Najran Province,10207416.72,2021,2,inbound_tourism
1672,Tourists Spending (SAR),Najran Province,2276632.24,2023,2,inbound_tourism
1673,Tourists Spending (SAR),Najran Province,14651.61,2021,3,inbound_tourism
1674,Tourists Spending (SAR),Najran Province,41196.22,2021,5,inbound_tourism
1675,Tourists Spending (SAR),Najran Province,935507.56,2023,5,inbound_tourism
1676,Tourists Spending (SAR),Najran Province,1403199.03,2022,8,inbound_tourism
1677,Tourists Spending (SAR),Najran Province,5056354.62,2023,8,inbound_tourism
1678,Tourists Spending (SAR),Najran Province,5056963.0,2022,9,inbound_tourism
1679,Tourists Spending (SAR),Najran Province,900210.3,2021,10,inbound_tourism
1680,Tourists Spending (SAR),Najran Province,1083808.57,2022,10,inbound_tourism
1681,Tourists Spending (SAR),Najran Province,1630218.43,2022,11,inbound_tourism
1682,Tourists Spending (SAR),Najran Province,2278616.87,2023,11,inbound_tourism
1683,Tourists Spending (SAR),Najran Province,6734818.1,2021,12,inbound_tourism
1684,Tourists Spending (SAR),Najran Province,10812860.8,2022,12,inbound_tourism
1685,Tourists Spending (SAR),Najran Province,0.0,2023,4,inbound_tourism
1686,Tourists Spending (SAR),Najran Province,68886.41,2021,8,inbound_tourism
1687,Tourists Spending (SAR),Northern Borders Province,15423832.54,2022,3,inbound_tourism
1688,Tourists Spending (SAR),Northern Borders Province,17785696.81,2023,3,inbound_tourism
1689,Tourists Spending (SAR),Northern Borders Province,72589448.11,2022,7,inbound_tourism
1690,Tourists Spending (SAR),Northern Borders Province,60060442.24,2022,8,inbound_tourism
1691,Tourists Spending (SAR),Northern Borders Province,20337718.45,2022,9,inbound_tourism
1692,Tourists Spending (SAR),Northern Borders Province,28401447.87,2021,12,inbound_tourism
1693,Tourists Spending (SAR),Northern Borders Province,1338289.47,2021,1,inbound_tourism
1694,Tourists Spending (SAR),Northern Borders Province,30602886.75,2023,1,inbound_tourism
1695,Tourists Spending (SAR),Northern Borders Province,4149954.130000001,2022,2,inbound_tourism
1696,Tourists Spending (SAR),Northern Borders Province,13153287.02,2022,3,inbound_tourism
1697,Tourists Spending (SAR),Northern Borders Province,10934015.1,2021,7,inbound_tourism
1698,Tourists Spending (SAR),Northern Borders Province,20637903.61,2022,7,inbound_tourism
1699,Tourists Spending (SAR),Northern Borders Province,17849377.01,2023,7,inbound_tourism
1700,Tourists Spending (SAR),Northern Borders Province,24584255.190000005,2022,8,inbound_tourism
1701,Tourists Spending (SAR),Northern Borders Province,34976115.67,2023,8,inbound_tourism
1702,Tourists Spending (SAR),Northern Borders Province,18172686.94,2023,10,inbound_tourism
1703,Tourists Spending (SAR),Northern Borders Province,9843575.1,2021,11,inbound_tourism
1704,Tourists Spending (SAR),Northern Borders Province,16588619.52,2023,12,inbound_tourism
1705,Tourists Spending (SAR),Riyadh Province,1229436602.24,2023,1,inbound_tourism
1706,Tourists Spending (SAR),Riyadh Province,176740453.75,2021,3,inbound_tourism
1707,Tourists Spending (SAR),Riyadh Province,404034760.89,2021,4,inbound_tourism
1708,Tourists Spending (SAR),Riyadh Province,845731935.58,2022,5,inbound_tourism
1709,Tourists Spending (SAR),Riyadh Province,838514361.12,2023,6,inbound_tourism
1710,Tourists Spending (SAR),Riyadh Province,512722589.91,2021,7,inbound_tourism
1711,Tourists Spending (SAR),Riyadh Province,725088830.82,2022,8,inbound_tourism
1712,Tourists Spending (SAR),Riyadh Province,654801299.17,2023,11,inbound_tourism
1713,Tourists Spending (SAR),Riyadh Province,295894.54,2021,3,inbound_tourism
1714,Tourists Spending (SAR),Riyadh Province,1476464.45,2021,5,inbound_tourism
1715,Tourists Spending (SAR),Riyadh Province,32066642.589999914,2022,5,inbound_tourism
1716,Tourists Spending (SAR),Riyadh Province,49172229.98999995,2022,7,inbound_tourism
1717,Tourists Spending (SAR),Riyadh Province,3711425.93,2021,9,inbound_tourism
1718,Tourists Spending (SAR),Riyadh Province,54321164.48000002,2022,9,inbound_tourism
1719,Tourists Spending (SAR),Riyadh Province,60594336.56,2023,9,inbound_tourism
1720,Tourists Spending (SAR),Tabuk Province,2217263.16,2023,1,inbound_tourism
1721,Tourists Spending (SAR),Tabuk Province,300921.33,2023,7,inbound_tourism
1722,Tourists Spending (SAR),Tabuk Province,2670278.89,2021,5,inbound_tourism
1723,Tourists Spending (SAR),Tabuk Province,1250010.19,2023,6,inbound_tourism
1724,Tourists Spending (SAR),Tabuk Province,1322826.77,2023,8,inbound_tourism
1725,Tourists Spending (SAR),Tabuk Province,888503.61,2022,10,inbound_tourism
1726,Tourists Spending (SAR),Tabuk Province,531588.87,2021,12,inbound_tourism
1727,Tourists Spending (SAR),Tabuk Province,11274087.24,2022,1,inbound_tourism
1728,Tourists Spending (SAR),Tabuk Province,16102980.6,2022,2,inbound_tourism
1729,Tourists Spending (SAR),Tabuk Province,21921311.54,2023,5,inbound_tourism
1730,Tourists Spending (SAR),Tabuk Province,6033565.98,2021,6,inbound_tourism
1731,Tourists Spending (SAR),Tabuk Province,22467626.88,2023,6,inbound_tourism
1732,Tourists Spending (SAR),Tabuk Province,68807481.43,2023,7,inbound_tourism
1733,Tourists Spending (SAR),Tabuk Province,17398955.5,2023,8,inbound_tourism
1734,Tourists Spending (SAR),Tabuk Province,8718403.58,2021,9,inbound_tourism
1735,Tourists Spending (SAR),Tabuk Province,8509115.08,2022,11,inbound_tourism
1736,Tourists Spending (SAR),Tabuk Province,2917499.27,2023,5,inbound_tourism
1737,Tourists Spending (SAR),Tabuk Province,2632473.22,2023,9,inbound_tourism
1738,Tourists Spending (SAR),Tabuk Province,2069445.63,2023,1,inbound_tourism
1739,Tourists Spending (SAR),Tabuk Province,2570059.22,2023,7,inbound_tourism
1740,Tourists Spending (SAR),Tabuk Province,2029572.73,2023,8,inbound_tourism
1741,Tourists Spending (SAR),Tabuk Province,1953106.84,2023,10,inbound_tourism
1742,Tourists Spending (SAR),Total,947841324.1,2021,1,inbound_tourism
1743,Tourists Number (Overnight Visitors),Albaha province,340.0,2023,1,inbound_tourism
1744,Tourists Number (Overnight Visitors),Albaha province,755.7604420430771,2022,2,inbound_tourism
1745,Tourists Number (Overnight Visitors),Albaha province,1558.7545776151014,2022,7,inbound_tourism
1746,Tourists Number (Overnight Visitors),Albaha province,78.0,2021,10,inbound_tourism
1747,Tourists Number (Overnight Visitors),Albaha province,93.0,2021,11,inbound_tourism
1748,Tourists Number (Overnight Visitors),Albaha province,53.0,2021,12,inbound_tourism
1749,Tourists Number (Overnight Visitors),Albaha province,51.0,2022,3,inbound_tourism
1750,Tourists Number (Overnight Visitors),AlQassim Province,301.0,2021,1,inbound_tourism
1751,Tourists Number (Overnight Visitors),AlQassim Province,6684.0,2023,2,inbound_tourism
1752,Tourists Number (Overnight Visitors),AlQassim Province,742.0,2021,5,inbound_tourism
1753,Tourists Number (Overnight Visitors),AlQassim Province,11291.0,2023,8,inbound_tourism
1754,Tourists Number (Overnight Visitors),AlQassim Province,4721.0,2022,9,inbound_tourism
1755,Tourists Number (Overnight Visitors),AlQassim Province,4799.0,2022,10,inbound_tourism
1756,Tourists Number (Overnight Visitors),AlQassim Province,10066.0,2021,11,inbound_tourism
1757,Tourists Number (Overnight Visitors),AlQassim Province,6229.0,2023,11,inbound_tourism
1758,Tourists Number (Overnight Visitors),AlQassim Province,50850.0,2022,12,inbound_tourism
1759,Tourists Number (Overnight Visitors),AlQassim Province,14556.0,2022,11,inbound_tourism
1760,Tourists Number (Overnight Visitors),AlQassim Province,3212.0,2023,1,inbound_tourism
1761,Tourists Number (Overnight Visitors),AlQassim Province,269.0,2021,4,inbound_tourism
1762,Tourists Number (Overnight Visitors),AlQassim Province,797.0,2023,4,inbound_tourism
