,Indicator,Province,value,year,month,tourism type
1763,Tourists Number (Overnight Visitors),AlQassim Province,298.0,2021,6,inbound_tourism
1764,Tourists Number (Overnight Visitors),AlQassim Province,7363.0,2023,7,inbound_tourism
1765,Tourists Number (Overnight Visitors),AlQassim Province,1490.0,2021,9,inbound_tourism
1766,Tourists Number (Overnight Visitors),AlQassim Province,4755.0,2022,10,inbound_tourism
1767,Tourists Number (Overnight Visitors),AlQassim Province,1256.0,2023,10,inbound_tourism
1768,Tourists Number (Overnight Visitors),AlQassim Province,586.0,2021,11,inbound_tourism
1769,Tourists Number (Overnight Visitors),AlQassim Province,24.0,2023,2,inbound_tourism
1770,Tourists Number (Overnight Visitors),AlQassim Province,140.0,2022,5,inbound_tourism
1771,Tourists Number (Overnight Visitors),AlQassim Province,178.0,2023,7,inbound_tourism
1772,Tourists Number (Overnight Visitors),AlQassim Province,124.0,2022,8,inbound_tourism
1773,Tourists Number (Overnight Visitors),AlQassim Province,0.0,2022,10,inbound_tourism
1774,Tourists Number (Overnight Visitors),Aseer Province,1522.0,2021,2,inbound_tourism
1775,Tourists Number (Overnight Visitors),Aseer Province,2784.0,2023,2,inbound_tourism
1776,Tourists Number (Overnight Visitors),Aseer Province,14.0,2022,4,inbound_tourism
1777,Tourists Number (Overnight Visitors),Aseer Province,73.0,2021,5,inbound_tourism
1778,Tourists Number (Overnight Visitors),Aseer Province,6593.0,2022,8,inbound_tourism
1779,Tourists Number (Overnight Visitors),Aseer Province,7506.0,2023,10,inbound_tourism
1780,Tourists Number (Overnight Visitors),Aseer Province,24461.0,2022,12,inbound_tourism
1781,Tourists Number (Overnight Visitors),Aseer Province,7156.0,2023,12,inbound_tourism
1782,Tourists Number (Overnight Visitors),Aseer Province,2.0,2021,4,inbound_tourism
1783,Tourists Number (Overnight Visitors),Aseer Province,1347.0,2023,4,inbound_tourism
1784,Tourists Number (Overnight Visitors),Aseer Province,158.0,2021,5,inbound_tourism
1785,Tourists Number (Overnight Visitors),Aseer Province,3952.0,2023,5,inbound_tourism
1786,Tourists Number (Overnight Visitors),Aseer Province,1411.0,2022,6,inbound_tourism
1787,Tourists Number (Overnight Visitors),Aseer Province,1611.0,2022,9,inbound_tourism
1788,Tourists Number (Overnight Visitors),Aseer Province,1187.0,2023,10,inbound_tourism
1789,Tourists Number (Overnight Visitors),Aseer Province,2710.0,2021,11,inbound_tourism
1790,Tourists Number (Overnight Visitors),Aseer Province,920.0,2021,12,inbound_tourism
1791,Tourists Number (Overnight Visitors),Aseer Province,1166.0,2022,2,inbound_tourism
1792,Tourists Number (Overnight Visitors),Aseer Province,0.0,2022,4,inbound_tourism
1793,Tourists Number (Overnight Visitors),Aseer Province,8.0,2021,5,inbound_tourism
1794,Tourists Number (Overnight Visitors),Aseer Province,6084.0,2023,8,inbound_tourism
1795,Tourists Number (Overnight Visitors),Aseer Province,0.0,2022,9,inbound_tourism
1796,Tourists Number (Overnight Visitors),Aseer Province,7231.0,2023,10,inbound_tourism
1797,Tourists Number (Overnight Visitors),Aseer Province,103.0,2021,11,inbound_tourism
1798,Tourists Number (Overnight Visitors),Aseer Province,10553.0,2023,12,inbound_tourism
1799,Tourists Number (Overnight Visitors),Eastern Province,26707.0,2022,1,inbound_tourism
1800,Tourists Number (Overnight Visitors),Eastern Province,156402.0,2023,1,inbound_tourism
1801,Tourists Number (Overnight Visitors),Eastern Province,5286.0,2021,2,inbound_tourism
1802,Tourists Number (Overnight Visitors),Eastern Province,101412.0,2023,3,inbound_tourism
1803,Tourists Number (Overnight Visitors),Eastern Province,9686.0,2021,5,inbound_tourism
1804,Tourists Number (Overnight Visitors),Eastern Province,106057.0,2022,7,inbound_tourism
1805,Tourists Number (Overnight Visitors),Eastern Province,74553.0,2023,9,inbound_tourism
1806,Tourists Number (Overnight Visitors),Eastern Province,21101.0,2021,11,inbound_tourism
1807,Tourists Number (Overnight Visitors),Eastern Province,76294.0,2022,11,inbound_tourism
1808,Tourists Number (Overnight Visitors),Eastern Province,73606.0,2022,12,inbound_tourism
1809,Tourists Number (Overnight Visitors),Eastern Province,29787.0,2022,1,inbound_tourism
1810,Tourists Number (Overnight Visitors),Eastern Province,98577.0,2022,3,inbound_tourism
1811,Tourists Number (Overnight Visitors),Eastern Province,7825.0,2021,7,inbound_tourism
1812,Tourists Number (Overnight Visitors),Eastern Province,46792.0,2021,10,inbound_tourism
1813,Tourists Number (Overnight Visitors),Eastern Province,12209.0,2021,2,inbound_tourism
1814,Tourists Number (Overnight Visitors),Eastern Province,116321.0,2023,3,inbound_tourism
1815,Tourists Number (Overnight Visitors),Eastern Province,86189.0,2022,5,inbound_tourism
1816,Tourists Number (Overnight Visitors),Eastern Province,87006.0,2023,5,inbound_tourism
1817,Tourists Number (Overnight Visitors),Eastern Province,50864.0,2021,8,inbound_tourism
1818,Tourists Number (Overnight Visitors),Eastern Province,111743.0,2022,10,inbound_tourism
1819,Tourists Number (Overnight Visitors),Eastern Province,112397.0,2022,11,inbound_tourism
1820,Tourists Number (Overnight Visitors),Eastern Province,99147.0,2023,11,inbound_tourism
1821,Tourists Number (Overnight Visitors),Eastern Province,27281.0,2021,1,inbound_tourism
1822,Tourists Number (Overnight Visitors),Eastern Province,30738.0,2022,1,inbound_tourism
1823,Tourists Number (Overnight Visitors),Eastern Province,129198.0,2023,2,inbound_tourism
1824,Tourists Number (Overnight Visitors),Eastern Province,151991.0,2023,4,inbound_tourism
1825,Tourists Number (Overnight Visitors),Eastern Province,101650.0,2022,6,inbound_tourism
1826,Tourists Number (Overnight Visitors),Hail Province,3788.0,2022,2,inbound_tourism
1827,Tourists Number (Overnight Visitors),Hail Province,48.0,2021,4,inbound_tourism
1828,Tourists Number (Overnight Visitors),Hail Province,6630.0,2022,10,inbound_tourism
1829,Tourists Number (Overnight Visitors),Hail Province,37399.0,2021,12,inbound_tourism
1830,Tourists Number (Overnight Visitors),Jazan Province,5909.0,2022,3,inbound_tourism
1831,Tourists Number (Overnight Visitors),Jazan Province,352.0,2023,3,inbound_tourism
1832,Tourists Number (Overnight Visitors),Jazan Province,100.0,2023,4,inbound_tourism
1833,Tourists Number (Overnight Visitors),Jazan Province,822.0,2023,8,inbound_tourism
1834,Tourists Number (Overnight Visitors),Jazan Province,1971.0,2022,11,inbound_tourism
1835,Tourists Number (Overnight Visitors),Jazan Province,516.0,2021,1,inbound_tourism
1836,Tourists Number (Overnight Visitors),Jazan Province,1358.0,2023,1,inbound_tourism
1837,Tourists Number (Overnight Visitors),Jazan Province,95.0,2021,5,inbound_tourism
1838,Tourists Number (Overnight Visitors),Jazan Province,362.0,2022,5,inbound_tourism
1839,Tourists Number (Overnight Visitors),Jazan Province,1701.0,2022,6,inbound_tourism
1840,Tourists Number (Overnight Visitors),Jazan Province,41.0,2021,10,inbound_tourism
1841,Tourists Number (Overnight Visitors),Jazan Province,0.0,2022,12,inbound_tourism
1842,Tourists Number (Overnight Visitors),Jouf Province,7873.0,2023,1,inbound_tourism
1843,Tourists Number (Overnight Visitors),Jouf Province,8802.0,2023,3,inbound_tourism
1844,Tourists Number (Overnight Visitors),Jouf Province,1175.0,2022,4,inbound_tourism
1845,Tourists Number (Overnight Visitors),Jouf Province,9270.0,2023,4,inbound_tourism
1846,Tourists Number (Overnight Visitors),Jouf Province,80.0,2021,5,inbound_tourism
1847,Tourists Number (Overnight Visitors),Jouf Province,21.0,2021,6,inbound_tourism
1848,Tourists Number (Overnight Visitors),Jouf Province,3480.0,2022,7,inbound_tourism
1849,Tourists Number (Overnight Visitors),Jouf Province,156.0,2021,10,inbound_tourism
1850,Tourists Number (Overnight Visitors),Jouf Province,1010.0,2021,12,inbound_tourism
1851,Tourists Number (Overnight Visitors),Jouf Province,493.0,2021,1,inbound_tourism
1852,Tourists Number (Overnight Visitors),Jouf Province,624.0,2021,3,inbound_tourism
1853,Tourists Number (Overnight Visitors),Jouf Province,3692.0,2023,4,inbound_tourism
1854,Tourists Number (Overnight Visitors),Jouf Province,6058.0,2023,6,inbound_tourism
1855,Tourists Number (Overnight Visitors),Jouf Province,1902.0,2022,7,inbound_tourism
1856,Tourists Number (Overnight Visitors),Jouf Province,0.0,2022,12,inbound_tourism
1857,Tourists Number (Overnight Visitors),Jouf Province,407.0,2021,9,inbound_tourism
1858,Tourists Number (Overnight Visitors),Jouf Province,520.0,2022,10,inbound_tourism
1859,Tourists Number (Overnight Visitors),Jouf Province,185.0,2021,11,inbound_tourism
1860,Tourists Number (Overnight Visitors),Madinah Province,9365.0,2023,1,inbound_tourism
1861,Tourists Number (Overnight Visitors),Madinah Province,15779.0,2023,2,inbound_tourism
1862,Tourists Number (Overnight Visitors),Madinah Province,14064.0,2023,3,inbound_tourism
1863,Tourists Number (Overnight Visitors),Madinah Province,176.0,2021,6,inbound_tourism
1864,Tourists Number (Overnight Visitors),Madinah Province,1713.0,2022,6,inbound_tourism
1865,Tourists Number (Overnight Visitors),Madinah Province,5813.0,2023,6,inbound_tourism
1866,Tourists Number (Overnight Visitors),Madinah Province,44.0,2022,8,inbound_tourism
1867,Tourists Number (Overnight Visitors),Madinah Province,9645.0,2023,10,inbound_tourism
1868,Tourists Number (Overnight Visitors),Madinah Province,11980.0,2023,1,inbound_tourism
1869,Tourists Number (Overnight Visitors),Madinah Province,22.0,2021,4,inbound_tourism
1870,Tourists Number (Overnight Visitors),Madinah Province,94.0,2021,5,inbound_tourism
1871,Tourists Number (Overnight Visitors),Madinah Province,1121.0,2022,6,inbound_tourism
1872,Tourists Number (Overnight Visitors),Madinah Province,9483.0,2023,6,inbound_tourism
1873,Tourists Number (Overnight Visitors),Madinah Province,32909.0,2023,7,inbound_tourism
1874,Tourists Number (Overnight Visitors),Madinah Province,757.0,2021,8,inbound_tourism
1875,Tourists Number (Overnight Visitors),Madinah Province,4337.0,2023,11,inbound_tourism
1876,Tourists Number (Overnight Visitors),Madinah Province,30843.0,2022,12,inbound_tourism
1877,Tourists Number (Overnight Visitors),Madinah Province,372.0,2023,3,inbound_tourism
1878,Tourists Number (Overnight Visitors),Madinah Province,41.0,2021,8,inbound_tourism
1879,Tourists Number (Overnight Visitors),Madinah Province,41.0,2021,8,inbound_tourism
1880,Tourists Number (Overnight Visitors),Madinah Province,51.0,2021,11,inbound_tourism
1881,Tourists Number (Overnight Visitors),Madinah Province,449.0,2022,1,inbound_tourism
1882,Tourists Number (Overnight Visitors),Madinah Province,550.0,2023,6,inbound_tourism
1883,Tourists Number (Overnight Visitors),Madinah Province,0.0,2023,7,inbound_tourism
1884,Tourists Number (Overnight Visitors),Madinah Province,0.0,2023,11,inbound_tourism
1885,Tourists Number (Overnight Visitors),Makkah Province,15384.0,2021,2,inbound_tourism
1886,Tourists Number (Overnight Visitors),Makkah Province,135530.0,2023,2,inbound_tourism
1887,Tourists Number (Overnight Visitors),Makkah Province,27520.0,2021,3,inbound_tourism
1888,Tourists Number (Overnight Visitors),Makkah Province,220608.0,2023,3,inbound_tourism
1889,Tourists Number (Overnight Visitors),Makkah Province,89024.0,2022,5,inbound_tourism
1890,Tourists Number (Overnight Visitors),Makkah Province,27161.0,2021,6,inbound_tourism
1891,Tourists Number (Overnight Visitors),Makkah Province,59718.0,2022,6,inbound_tourism
1892,Tourists Number (Overnight Visitors),Makkah Province,25527.0,2021,7,inbound_tourism
1893,Tourists Number (Overnight Visitors),Makkah Province,102432.0,2023,7,inbound_tourism
1894,Tourists Number (Overnight Visitors),Makkah Province,108520.0,2023,11,inbound_tourism
1895,Tourists Number (Overnight Visitors),Makkah Province,313256.0,2022,2,inbound_tourism
1896,Tourists Number (Overnight Visitors),Makkah Province,1394352.0,2023,2,inbound_tourism
1897,Tourists Number (Overnight Visitors),Makkah Province,9954.0,2021,3,inbound_tourism
1898,Tourists Number (Overnight Visitors),Makkah Province,514429.0,2022,3,inbound_tourism
1899,Tourists Number (Overnight Visitors),Makkah Province,913202.0,2022,4,inbound_tourism
1900,Tourists Number (Overnight Visitors),Makkah Province,1422961.0,2023,4,inbound_tourism
1901,Tourists Number (Overnight Visitors),Makkah Province,1881004.0,2023,6,inbound_tourism
1902,Tourists Number (Overnight Visitors),Makkah Province,616726.0,2022,8,inbound_tourism
1903,Tourists Number (Overnight Visitors),Makkah Province,1045247.0,2023,8,inbound_tourism
1904,Tourists Number (Overnight Visitors),Makkah Province,1156327.0,2023,9,inbound_tourism
1905,Tourists Number (Overnight Visitors),Makkah Province,88410.0,2021,12,inbound_tourism
1906,Tourists Number (Overnight Visitors),Makkah Province,1230873.0,2022,12,inbound_tourism
1907,Tourists Number (Overnight Visitors),Makkah Province,59.0,2021,6,inbound_tourism
1908,Tourists Number (Overnight Visitors),Makkah Province,4871.0,2023,4,inbound_tourism
1909,Tourists Number (Overnight Visitors),Makkah Province,1708.0,2022,5,inbound_tourism
1910,Tourists Number (Overnight Visitors),Makkah Province,2064.0,2022,7,inbound_tourism
1911,Tourists Number (Overnight Visitors),Makkah Province,12671.0,2023,8,inbound_tourism
1912,Tourists Number (Overnight Visitors),Makkah Province,219.0,2021,12,inbound_tourism
1913,Tourists Number (Overnight Visitors),Makkah Province,35.0,2023,1,inbound_tourism
1914,Tourists Number (Overnight Visitors),Makkah Province,0.0,2022,2,inbound_tourism
1915,Tourists Number (Overnight Visitors),Makkah Province,1061.0,2023,4,inbound_tourism
1916,Tourists Number (Overnight Visitors),Makkah Province,65.0,2021,6,inbound_tourism
1917,Tourists Number (Overnight Visitors),Makkah Province,433.0,2023,7,inbound_tourism
1918,Tourists Number (Overnight Visitors),Makkah Province,0.0,2022,11,inbound_tourism
1919,Tourists Number (Overnight Visitors),Makkah Province,0.0,2023,11,inbound_tourism
1920,Tourists Number (Overnight Visitors),Makkah Province,2279.0,2023,12,inbound_tourism
1921,Tourists Number (Overnight Visitors),Najran Province,1.0,2022,1,inbound_tourism
1922,Tourists Number (Overnight Visitors),Najran Province,376.0,2021,2,inbound_tourism
1923,Tourists Number (Overnight Visitors),Najran Province,339.0,2022,10,inbound_tourism
1924,Tourists Number (Overnight Visitors),Najran Province,263.0,2021,11,inbound_tourism
1925,Tourists Number (Overnight Visitors),Najran Province,3128.0,2022,12,inbound_tourism
1926,Tourists Number (Overnight Visitors),Najran Province,0.0,2023,4,inbound_tourism
1927,Tourists Number (Overnight Visitors),Najran Province,41.0,2021,8,inbound_tourism
1928,Tourists Number (Overnight Visitors),Najran Province,395.0,2023,8,inbound_tourism
1929,Tourists Number (Overnight Visitors),Northern Borders Province,15863.0,2023,2,inbound_tourism
1930,Tourists Number (Overnight Visitors),Northern Borders Province,6523.0,2023,4,inbound_tourism
1931,Tourists Number (Overnight Visitors),Northern Borders Province,10486.0,2023,5,inbound_tourism
1932,Tourists Number (Overnight Visitors),Northern Borders Province,39430.0,2022,6,inbound_tourism
1933,Tourists Number (Overnight Visitors),Northern Borders Province,13626.0,2023,7,inbound_tourism
1934,Tourists Number (Overnight Visitors),Northern Borders Province,14880.0,2021,8,inbound_tourism
1935,Tourists Number (Overnight Visitors),Northern Borders Province,9945.0,2021,9,inbound_tourism
1936,Tourists Number (Overnight Visitors),Northern Borders Province,7453.0,2023,2,inbound_tourism
1937,Tourists Number (Overnight Visitors),Northern Borders Province,802.0,2021,3,inbound_tourism
1938,Tourists Number (Overnight Visitors),Northern Borders Province,14079.0,2023,4,inbound_tourism
1939,Tourists Number (Overnight Visitors),Northern Borders Province,24936.0,2023,6,inbound_tourism
1940,Tourists Number (Overnight Visitors),Northern Borders Province,6259.0,2021,9,inbound_tourism
1941,Tourists Number (Overnight Visitors),Northern Borders Province,8548.0,2022,9,inbound_tourism
1942,Tourists Number (Overnight Visitors),Northern Borders Province,13360.0,2023,10,inbound_tourism
1943,Tourists Number (Overnight Visitors),Northern Borders Province,17669.0,2023,11,inbound_tourism
1944,Tourists Number (Overnight Visitors),Riyadh Province,95358.0,2021,1,inbound_tourism
1945,Tourists Number (Overnight Visitors),Riyadh Province,254088.0,2023,1,inbound_tourism
1946,Tourists Number (Overnight Visitors),Riyadh Province,296619.0,2023,12,inbound_tourism
1947,Tourists Number (Overnight Visitors),Riyadh Province,1875.0,2022,1,inbound_tourism
1948,Tourists Number (Overnight Visitors),Riyadh Province,22976.0,2023,1,inbound_tourism
1949,Tourists Number (Overnight Visitors),Riyadh Province,3330.0,2022,8,inbound_tourism
1950,Tourists Number (Overnight Visitors),Riyadh Province,4921.0,2021,11,inbound_tourism
1951,Tourists Number (Overnight Visitors),Riyadh Province,17313.0,2023,11,inbound_tourism
1952,Tourists Number (Overnight Visitors),Riyadh Province,0.0,2022,12,inbound_tourism
