Date;Indicator;Province;Value
2022-12;Tourists Spending (SAR);Al Bahah;13110752.61
2022-01;Tourists Spending (SAR);AlQassim;451744922.09
2023-01;Tourists Spending (SAR);AlQassim;287333543.31
2022-02;Tourists Spending (SAR);AlQassim;485981867.13
2021-03;Tourists Spending (SAR);AlQassim;235674680.71
2022-03;Tourists Spending (SAR);AlQassim;314835635.78
2023-06;Tourists Spending (SAR);AlQassim;789866877.69
2022-07;Tourists Spending (SAR);AlQassim;548675529.29
2023-08;Tourists Spending (SAR);AlQassim;421191519.6
2022-09;Tourists Spending (SAR);AlQassim;317271865.83
2022-11;Tourists Spending (SAR);AlQassim;334157429.15
2023-12;Tourists Spending (SAR);AlQassim;427476890.07
2021-03;Tourists Spending (SAR);Aseer;434826807.65
2021-07;Tourists Spending (SAR);Aseer;2163741887.94
2023-09;Tourists Spending (SAR);Aseer;605214900.97
2023-11;Tourists Spending (SAR);Aseer;810847895.96
2022-01;Tourists Spending (SAR);Eastern Province;1736172978.98
2023-01;Tourists Spending (SAR);Eastern Province;1038780546.58
2022-02;Tourists Spending (SAR);Eastern Province;1062182056.2
2023-02;Tourists Spending (SAR);Eastern Province;1143373256.21
2022-06;Tourists Spending (SAR);Eastern Province;787501056.09
2023-06;Tourists Spending (SAR);Eastern Province;1681866034.06
2021-07;Tourists Spending (SAR);Eastern Province;1703996507.83
2021-10;Tourists Spending (SAR);Eastern Province;948468625.12
2022-01;Tourists Spending (SAR);Hail;307576289.76
2023-01;Tourists Spending (SAR);Hail;203215462.33
2022-04;Tourists Spending (SAR);Hail;268120504.86
2021-05;Tourists Spending (SAR);Hail;285531337.34
2022-06;Tourists Spending (SAR);Hail;221798856.38
2021-07;Tourists Spending (SAR);Hail;441529209.65
2023-07;Tourists Spending (SAR);Hail;201965979.87
2021-11;Tourists Spending (SAR);Hail;314176520.42
2022-12;Tourists Spending (SAR);Hail;163604555.8
2021-03;Tourists Spending (SAR);Jazan;238179370.96
2023-03;Tourists Spending (SAR);Jazan;295199315.6
2021-07;Tourists Spending (SAR);Jazan;369047492.34
2022-08;Tourists Spending (SAR);Jazan;184408387.72
2023-10;Tourists Spending (SAR);Jazan;129112931.69
2021-12;Tourists Spending (SAR);Jazan;213669364.26
2023-12;Tourists Spending (SAR);Jazan;243066901.71
2022-03;Tourists Spending (SAR);Jouf;231618471.86
2023-06;Tourists Spending (SAR);Jouf;188805278.71
2022-07;Tourists Spending (SAR);Jouf;458794641.63
2023-07;Tourists Spending (SAR);Jouf;241909400.35
2023-01;Tourists Spending (SAR);Madinah;456189849.99
2021-08;Tourists Spending (SAR);Madinah;425952360.29
2023-09;Tourists Spending (SAR);Madinah;468771268.07
2021-11;Tourists Spending (SAR);Madinah;835170603.91
2023-11;Tourists Spending (SAR);Madinah;642794451.34
2023-04;Tourists Spending (SAR);Makkah;3091998275.71
2023-05;Tourists Spending (SAR);Makkah;1883922231.68
2021-07;Tourists Spending (SAR);Makkah;3867833918.19
2022-07;Tourists Spending (SAR);Makkah;5525141166.35
2023-07;Tourists Spending (SAR);Makkah;2802709649.59
2022-01;Tourists Spending (SAR);Najran;205173654.86
2022-02;Tourists Spending (SAR);Najran;196576071.7
2021-04;Tourists Spending (SAR);Najran;118714238.96
2021-07;Tourists Spending (SAR);Najran;182166859.9
2022-09;Tourists Spending (SAR);Najran;56310508.8
2023-11;Tourists Spending (SAR);Najran;206124828.15
2023-12;Tourists Spending (SAR);Najran;278723766.21
2021-01;Tourists Spending (SAR);Northern Borders;149356943.98
2023-01;Tourists Spending (SAR);Northern Borders;175185618.25
2021-02;Tourists Spending (SAR);Northern Borders;108072664.06
2022-07;Tourists Spending (SAR);Northern Borders;493686343.07
2023-07;Tourists Spending (SAR);Northern Borders;98630290.49
2023-10;Tourists Spending (SAR);Northern Borders;128733541.96
2023-12;Tourists Spending (SAR);Northern Borders;184752049.73
2021-01;Tourists Spending (SAR);Riyadh;2054162704.93
2021-03;Tourists Spending (SAR);Riyadh;1505860475.53
2022-03;Tourists Spending (SAR);Riyadh;2263070631.19
2021-04;Tourists Spending (SAR);Riyadh;1370155563.51
2022-05;Tourists Spending (SAR);Riyadh;2341705111.6
2021-09;Tourists Spending (SAR);Riyadh;1340761589.01
2022-01;Tourists Spending (SAR);Tabuk;756611903.49
2022-04;Tourists Spending (SAR);Tabuk;346053136.75
2023-05;Tourists Spending (SAR);Tabuk;278846758.6
2021-07;Tourists Spending (SAR);Tabuk;494921390.24
2021-09;Tourists Spending (SAR);Tabuk;253176374.49
2022-10;Tourists Spending (SAR);Tabuk;449574342.41
2021-12;Tourists Spending (SAR);Tabuk;217967759.16
2022-03;Tourists Spending (SAR);Total;8295620805.73
2022-04;Tourists Spending (SAR);Total;10114616942.01
2022-07;Tourists Spending (SAR);Total;17656784140.71
2022-08;Tourists Spending (SAR);Total;11232185959.93
2022-10;Tourists Spending (SAR);Total;5944044152.66
2023-10;Tourists Spending (SAR);Total;9069909925.32
